incident_id,year,title,description,incident_url,in_signal,out_signal,reason
497,2023,"DoNotPay Allegedly Misrepresented Its AI ""Robot Lawyer"" Product","DoNotPay was alleged in a class action lawsuit misleading customers and misrepresenting its product as an AI-powered ""robot lawyer,"" citing such as that the product has no law degree, or is supervised by any lawyer.",https://incidentdatabase.ai/cite/497,False,False,no-keyword-match
498,2023,GPT-4 Reportedly Posed as Blind Person to Convince Human to Complete CAPTCHA,"GPT-4 was reported by its researchers posing as a visually impaired person, contacting a TaskRabbit worker to have them complete the CAPTCHA test on its behalf.",https://incidentdatabase.ai/cite/498,False,False,no-keyword-match
499,2023,Parody AI Images of Donald Trump Being Arrested Reposted as Misinformation,"AI-generated photorealistic images depicting Donald Trump being detained by the police which were originally posted on Twitter as parody were unintentionally shared across social media platforms as factual news, lacking the intended context.",https://incidentdatabase.ai/cite/499,False,False,no-keyword-match
500,2023,Online Scammers Tricked People into Sending Money Using AI Images of Earthquake in Turkey,AI-generated images depicting earthquakes and rescues were posted on social media platforms by scammers who tricked people into sending funds to their crypto wallets disguised as donation links for the 2023 Turkey–Syria earthquake.,https://incidentdatabase.ai/cite/500,False,False,no-keyword-match
503,2023,Bing AI Search Tool Reportedly Declared Threats against Users,"Users such as the person who revealed its built-in initial prompts reported Bing AI-powered search tool for making death threats or declaring them as threats, sometimes as an unintended persona.",https://incidentdatabase.ai/cite/503,False,False,no-keyword-match
504,2023,Bing Chat's Outputs Featured in Demo Video Allegedly Contained False Information,Microsoft's demo video of Bing Chat reportedly featured false or made up information such as non-existent pet vacuums features or false figures on financial statements.,https://incidentdatabase.ai/cite/504,False,False,no-keyword-match
511,2023,Microsoft's Bing Failed to Fetch Movie Showtimes Results Due to Date Confusion,"When prompted about showtimes for movies released in 2023, Microsoft's Bing AI failed to provide the search results due to its confusion about dates, and engaged in an erratic conversation with the user.",https://incidentdatabase.ai/cite/511,False,False,no-keyword-match
523,2023,Australian Journalist Able to Access Centrelink Account Using AI Audio of Own Voice,"A Guardian journalist was able to verify their identity and gain access to their own Centrelink self-service account using AI-generated audio of their own voice along with their customer reference number, shortly after voiceprint was deployed for ID verification.",https://incidentdatabase.ai/cite/523,False,False,no-keyword-match
528,2023,Amazon Algorithmic Pricing Allegedly Hiked up Price of Reference Book to Millions,"Amazon's pricing algorithm was implicated in a reference book about flies' unusual high price of millions of dollars, allegedly due to two sellers using the paid service which based their product's pricing on one another's as competitors.",https://incidentdatabase.ai/cite/528,False,False,no-keyword-match
537,2023,Mother in Arizona Received Fake Ransom Call Featuring AI Voice of Her Daughter,"A mother in Arizona received a ransom call from an anonymous scammer who created her daughter's voice allegedly using AI voice synthesis, which was proven to be fake once her daughter's safety was confirmed.",https://incidentdatabase.ai/cite/537,False,False,no-keyword-match
540,2023,"Tesla Failed to Yield to Detected Pedestrian on Crosswalk, Reportedly Violated Traffic Law","A Tesla on FSD Beta 11.4.1 was shown on video not yielding to a pedestrian detected by the car, reportedly violating the state law sign which was also in the video saying vehicles having to yield to pedestrian within crosswalk.",https://incidentdatabase.ai/cite/540,False,False,no-keyword-match
553,2023,Google's Overview Panel for Artist Edward Hopper Featured Image Generated in His Style by AI,"Google's knowledge panel for the American artist Edward Hopper featured an AI-generated image which was purportedly created in the artist's style but was not one of his works, the image of which was removed soon after.",https://incidentdatabase.ai/cite/553,False,False,no-keyword-match
554,2023,Google Results for Johannes Vermeer Featured AI Version of His Artwork as Top Result,"Google's search engine featured an AI-generated hyperrealistic version of the painting ""Girl With a Pearl Earring"" as the highlighted result when users search for its Dutch artist Johannes Vermeer.",https://incidentdatabase.ai/cite/554,False,False,no-keyword-match
565,2023,AI-Generated Imagery and Multilingual Disinformation in Chinese Campaign Regarding Maui Wildfires,"In a disinformation campaign concerning wildfires across Maui, Chinese operatives utilized AI-generated imagery to enhance the credibility of false narratives. These narratives claimed that the wildfires were the result of a secret ""weather weapon"" being tested by the United States. Researchers from Microsoft and other organizations identified these AI-generated images as a significant new tactic in influence operations.",https://incidentdatabase.ai/cite/565,False,False,no-keyword-match
566,2023,Gannett Halts AI-Generated High School Sports Articles After Series of Errors and Public Backlash,"Gannett, a newspaper chain, temporarily halted its AI experiment that used a tool called LedeAI to generate high school sports articles. The decision came after several articles produced by the AI showed glaring errors, repetitive language, and awkward phrasing, drawing criticism and mockery on social media.",https://incidentdatabase.ai/cite/566,False,False,no-keyword-match
568,2023,AI-Generated Voices Amplify Conspiracy Theories on TikTok,"NewsGuard has identified 17 TikTok accounts that have been using AI-generated voices to advance and amplify conspiracy theories and false claims beginning in June 2023. By September 25, 2023, these accounts had amassed over 336 million views and over 14.5 million likes. Videos include baseless claims involving public figures such as Barack Obama, Oprah Winfrey, and Jamie Foxx.",https://incidentdatabase.ai/cite/568,False,False,no-keyword-match
570,2023,Facebook Messenger AI Stickers Generate Ethical and Content Moderation Concerns,"Facebook Messenger AI stickers, a feature by Meta, allows users to generate personalized stickers via AI for use in conversations. While the feature has been praised for its creativity, it has also stirred controversy for its alleged production of inappropriate or offensive content. This has raised questions about the effectiveness of Meta's content moderation measures and the ethical responsibilities associated with AI-driven content generation.",https://incidentdatabase.ai/cite/570,False,False,no-keyword-match
571,2023,Reported Accidental Exposure of 38TB of Data by Microsoft's AI Research Team,"Microsoft's AI research team reportedly accidentally exposed 38TB of sensitive data while publishing open-source training material on GitHub. The exposure allegedly included secrets, private keys, passwords, and internal Microsoft Teams messages. The team reportedly utilized Azure's Shared Access Signature (SAS) tokens for sharing, which were purportedly misconfigured, leading to the wide exposure of data.",https://incidentdatabase.ai/cite/571,False,False,no-keyword-match
572,2023,University Student Reportedly Received Zero After Turnitin AI Detector Flagged Essay,"An anonymized university student said Turnitin’s AI detector flagged 67% of an essay as AI-generated, despite the student claiming to have written the assignment by hand. The student reportedly received a zero and said attempts to appeal to the professor, department head, and Turnitin support had not resolved the accusation.",https://incidentdatabase.ai/cite/572,False,False,no-keyword-match
574,2023,AI-Generated Articles at G/O Media Allegedly Diminishes Reputation of Human Staff,"G/O Media began publishing AI-generated articles, against staff advice, that contained errors and quality issues. The first such article, a list of Star Wars movies, failed to maintain chronological order, causing internal concerns over journalistic credibility and ethics. Staff expressed that the AI was ""actively hurting our reputations and credibility"" and accused management of ""wasting everyone's time.""",https://incidentdatabase.ai/cite/574,False,False,no-keyword-match
575,2023,Amazon Rife with Many Allegedly AI-Generated Books of Suspect Quality,"Amazon’s Kindle Unlimited young adult romance bestseller list was flooded with allegedly AI-generated books that made little to no sense, disrupting the rankings. These books were reported to be ""clearly there to click farm."" Despite being removed from the bestseller list, many remained available for purchase. The incident raised concerns about the integrity of the platform, and the potential financial impact on legitimate authors.",https://incidentdatabase.ai/cite/575,False,False,no-keyword-match
576,2023,"Alleged Misuse of PicSo AI for Generating Inappropriate Content Emphasizing ""Girls""","PicSo AI, which appears to be getting advertised by Meta over Instagram, is allegedly being used for generating inappropriate content with an emphasis on ""girls."" This raises concerns about the misuse of generative AI technologies for creating offensive and potentially sexually explicit material that could be used for nefarious and criminal purposes.",https://incidentdatabase.ai/cite/576,False,False,no-keyword-match
577,2023,Bankrate's Resumption of AI-Generated Content Allegedly Continuing to Produce Inaccurate and Misleading Information,"Bankrate, and its sister site CNET, both owned by Red Ventures, resumed publishing AI-generated articles claiming thorough human fact-checking. However, new articles are alleged to contain numerous factual errors, including inaccurate statistics and misleading information. Despite public criticism, the company defended its use of AI and blamed out-of-date datasets for the errors. In addition to the errors, the incident raises questions about the ethical use of AI in journalism, especially given the company's insistence on ""fact-checked"" content.",https://incidentdatabase.ai/cite/577,False,False,no-keyword-match
579,2023,Harmful Stereotyping of Non-Cisgendered People via Text-to-Image Systems,"Text-to-image systems such as DALL-E are allegedly generating biased and often insulting representations of non-cisgender identities. The systems tend to generate stereotypical and sexualized images when prompted with gender identity terms like ""trans,"" ""nonbinary,"" or ""queer,"" highlighting systemic issues of bias.",https://incidentdatabase.ai/cite/579,False,False,no-keyword-match
580,2023,Alleged Gender Discrimination in Facebook Job Ads Algorithm,"Facebook's ad delivery algorithm allegedly disproportionately showed job advertisements to one gender. Despite claims of non-discrimination, the algorithm's actions seem to perpetuate societal biases, which in turn could potentially limit opportunities for certain groups and hinder gender equity in the workplace.",https://incidentdatabase.ai/cite/580,False,False,no-keyword-match
581,2023,Google Ads Allegedly Serving Content on AI-Generated Misinformation Sites,"Google’s advertising platform, Google Ads, has allegedly been found to be serving ads on AI-generated content farms that often disseminate misinformation. Despite policies prohibiting such practices, reportedly there are approximately 356 out of 393 ads from major brands that were found to be served by Google on these problematic sites. Particularly concerning according to the reporting were instances where Google Ads were found on sites like MedicalOutline.com, which spreads harmful health misinformation.",https://incidentdatabase.ai/cite/581,False,False,no-keyword-match
582,2023,Racial Bias in Lung Function Diagnostic Algorithm Leads to Underdiagnosis in Black Men,"A study published in JAMA Network Open reveals that racial bias built into a commonly used medical diagnostic algorithm for lung function may be leading to underdiagnoses of breathing problems in Black men. The study suggests that as many as 40% more Black male patients might have been accurately diagnosed if the software were not racially biased. The software algorithm adjusts diagnostic thresholds based on race, affecting medical treatments and interventions.",https://incidentdatabase.ai/cite/582,False,False,no-keyword-match
586,2023,FTC Targets Edmodo for Unlawful Use of Children’s Data and Delegating Compliance to Schools,"Edmodo, an education technology provider, violated the Children's Online Privacy Protection Act Rule (COPPA Rule) by collecting and using children's personal data for advertising purposes without parental consent, according to the FTC. The company outsourced its compliance responsibilities to schools, thereby making them ""solely"" responsible for COPPA compliance without adequate disclosure. Edmodo is facing a proposed order prohibiting such practices, marking a precedent in the ed tech industry.",https://incidentdatabase.ai/cite/586,False,False,no-keyword-match
587,2023,Apparent Failure to Accurately Label Primates in Image Recognition Software Due to Alleged Fear of Racial Bias,"Eight years after Google Photos mislabeled images of Black individuals as ""gorillas,"" image recognition software by Google, Apple, Amazon, and Microsoft still shows signs of either avoiding or inaccurately categorizing primates. Tests reveal that Google and Apple Photos refrain from labeling primates altogether, possibly to avoid the risk of perpetuating racial stereotypes. Microsoft OneDrive fails to identify any animals, while Amazon Photos overgeneralizes in its labeling.",https://incidentdatabase.ai/cite/587,False,False,no-keyword-match
588,2023,Australian Terrorism Prediction Tool Disparately Impacts Persons with Autism,"An independent report found that the Vera-2R tool, designed to predict the risk of future terrorist activities, considered autism as a risk factor despite lacking empirical evidence to support this claim. The report called into question the tool's overall validity and reliability, stating it was ""extremely poor"" at accurately predicting risk. The inclusion of autism as a risk factor had potentially serious implications for the tool's use and credibility.",https://incidentdatabase.ai/cite/588,False,False,no-keyword-match
589,2023,Proliferation of AI-Generated News Websites and Content Farms Across Multiple Languages Degrading Information Integrity,"Scores of AI-generated news websites and content farms are producing low-quality, clickbait content in a variety of languages. They are reportedly spreading false information and degrading the quality of information available online. These sites often lack human oversight, feature repetitive language, and sometimes fabricate information, posing a threat to the credibility of online news sources.",https://incidentdatabase.ai/cite/589,False,False,no-keyword-match
591,2023,Cigna Algorithm PXDX Allegedly Rejected Thousands of Patient Claims En Masse in Breach of California Law,"Cigna health insurer faces a class-action lawsuit for allegedly using the PXDX (""procedure-to-diagnosis"") algorithm to automatically reject over 300,000 patient claims in violation of California law, prompting two members to file the lawsuit seeking damages and a jury trial. Cigna disputes the allegations, claiming the process expedites physician reimbursement and does not result in care denials.",https://incidentdatabase.ai/cite/591,False,False,no-keyword-match
593,2023,"AI Photo Filter Lightens Skin, Changes Eye Color in Student's 'Professional' Image","An AI application modified an MIT student's photo to appear 'professional' by lightening her skin and changing her eye color to blue, highlighting the racial bias in the training data of the program.",https://incidentdatabase.ai/cite/593,False,False,no-keyword-match
594,2023,AI Meal Planner Suggests Hazardous Chlorine Gas Recipe,"Pak 'n' Save's AI-based app, Savey Meal-bot, inadvertently suggested dangerous recipes, including one creating chlorine gas, when users entered non-food household items, raising safety and oversight concerns.",https://incidentdatabase.ai/cite/594,False,False,no-keyword-match
599,2023,Stacking robot fatally crushes employee in South Korea,An industrial robot is reported to have crushed a man to death in South Korea when it failed to differentiate the man from the boxes of produce it was handling.,https://incidentdatabase.ai/cite/599,False,False,no-keyword-match
600,2023,South Korean man used AI to create sexual images of children,A South Korean man used AI technology to generate 360 images of a sexual nature depicting children in April of 2023. The police confiscated the images and the courts sentenced the man to two and a half years in prison. The case marked the first of its nature in the South Korean court system.,https://incidentdatabase.ai/cite/600,False,False,no-keyword-match
601,2023,AI-Generated Fake Audio of Verbal Abuse Incident Circulates of British Labour Leader Keir Starmer,"An AI-generated audio clip, purporting to show UK opposition leader Keir Starmer verbally abusing staff, was debunked as fake. The clip, circulated on social media, was analyzed and found likely manipulated, with added background noise to evade detection.",https://incidentdatabase.ai/cite/601,False,False,no-keyword-match
602,2023,Russia Reportedly Using Artificial Intelligence in Disinformation Campaigns to Erode Western Support for Ukraine,"The Russian government has been stepping up its foreign influence campaigns by using artificial intelligence and emerging technologies to spread disinformation and sow distrust in policies supportive of Ukraine. Part of the strategy includes carrying out influence laundering operations by disseminating their messages to the American public via allies inside nominally independent organizations, according to a recent declassified analysis. ",https://incidentdatabase.ai/cite/602,False,False,no-keyword-match
608,2023,UnitedHealth Accused of Deploying  Allegedly Flawed AI to Deny Medical Coverage,"UnitedHealthcare allegedly used a faulty AI algorithm with a 90% error rate to override doctors' recommendations and deny health coverage. This AI, developed by NaviHealth, reportedly led to premature discharge from care facilities and substantial out-of-pocket expenses for patients, according to a lawsuit filed in the District Court for Minnesota.",https://incidentdatabase.ai/cite/608,False,False,no-keyword-match
612,2023,Microsoft AI Poll Allegedly Causes Reputational Harm of The Guardian Newspaper,"An AI-generated poll by Microsoft, displayed alongside a Guardian article, inappropriately speculated on the cause of Lilie James's death, leading to public backlash and alleged reputational damage for The Guardian. Microsoft acknowledged the issue, subsequently deactivating such polls and revising its AI content policies.",https://incidentdatabase.ai/cite/612,False,False,no-keyword-match
613,2023,AI-Generated Images Available through Adobe Stock Misrepresent Real-World Events,"AI-generated images available through Adobe Stock, depicting realistic but fictional scenes of real-world events like wars and protests, have raised significant ethical concerns. These images blurred the lines between reality and fiction in journalistic contexts, prompting Adobe Stock to ""crack down on AI-generated images that seem to depict real, newsworthy events and take new steps to prevent its images from being used in misleading ways.""",https://incidentdatabase.ai/cite/613,False,False,no-keyword-match
616,2023,Sports Illustrated Is Alleged to Have Used AI to Invent Fake Authors and Their Articles,"Sports Illustrated, managed by The Arena Group, allegedly used AI-generated authors and content, compromising journalistic integrity. Profiles of these fictitious authors, complete with AI-generated headshots, appeared alongside articles, misleading readers. The issue was exposed when inconsistencies in author identities and writing quality were noticed, leading to the removal of this content from the publication's website.",https://incidentdatabase.ai/cite/616,False,False,no-keyword-match
618,2023,Navy Federal Credit Union Faces Allegations of Racial Bias in Mortgage Approvals,"Navy Federal Credit Union, serving military members and veterans, faced allegations of racial bias in its mortgage approval process, which relies on automated underwriting technology. In 2022, data revealed significant disparities in loan approvals, with over 50% of Black applicants denied, compared to higher approval rates for white applicants.",https://incidentdatabase.ai/cite/618,False,False,no-keyword-match
621,2023,Microsoft AI Is Alleged to Have Generated Violent Imagery of Minorities and Public Figures,"Microsoft's AI Image Creator, integrated with Bing and Windows Paint, allegedly produced disturbingly violent and graphic images featuring members of minority groups and public figures like Joe Biden and Pope Francis.",https://incidentdatabase.ai/cite/621,False,False,no-keyword-match
627,2024,Unauthorized AI Impersonation of George Carlin Used in Comedy Special,"An AI-generated comedy special impersonating the late comedian George Carlin was created without consent from Carlin's estate. The special featured an AI mimicking Carlin's voice and style. The project, led by the AI comedy channel Dudesy, drew criticism for disrespecting Carlin's legacy and autonomy.",https://incidentdatabase.ai/cite/627,False,False,no-keyword-match
629,2023,Shein Accused of AI-Driven Art Theft on Merchandise,"Artists Krista Perry, Larissa Martinez, and Jay Baron filed a lawsuit against Shein, alleging the company used AI to replicate their art on merchandise. The artists claim Shein's algorithm identifies trending online art, creating near-identical copies for their products without credit or compensation.",https://incidentdatabase.ai/cite/629,False,False,no-keyword-match
633,2024,Nine Network's AI Alters Lawmaker Georgie Purcell's Image Inappropriately,"The Nine Network used Photoshop's Generative Expand AI tool to resize an image of lawmaker Georgie Purcell, inadvertently altering her attire to appear more revealing. This error, claimed to result from the AI's automation, led to public criticism and an apology from the network.",https://incidentdatabase.ai/cite/633,False,False,no-keyword-match
635,2024,AI-Generated Fake News Targets Black Celebrities on YouTube,"YouTube faced a surge of AI-generated fake news targeting Black celebrities, including fake narratives about Sean “Diddy” Combs and others. These videos, blending AI-generated and manipulated media, amassed millions of views, challenging content moderation efforts and highlighting the spread of disinformation.",https://incidentdatabase.ai/cite/635,False,False,no-keyword-match
637,2024,Gunshot Detection Technology ShotSpotter (now SoundThinking) Reportedly Only Has 47% Accuracy in Chicago System,"SoundThinking's (formerly ShotSpotter's) system in Chicago, with a reported 47% accuracy rate for detecting actual gunshots, led to potential public safety risks by failing to alert police to real shootings, possibly delaying emergency response to violent incidents and misdirecting law enforcement resources.",https://incidentdatabase.ai/cite/637,False,False,no-keyword-match
644,2024,Alleged State-Sponsored Hackers Escalate Purported Phishing Attacks Using Artificial Intelligence,"State-sponsored hackers from North Korea, Iran, Russia, and China are reportedly leveraging artificial intelligence to conduct sophisticated phishing and social engineering attacks. They target global defense, cybersecurity, and cryptocurrency sectors, aiming to steal sensitive information and, in the case of North Korea, cryptocurrencies to help fund its illicit nuclear program.",https://incidentdatabase.ai/cite/644,False,False,no-keyword-match
646,2024,Snapchat's Algorithm Alleged to Link Minor with Sex Offenders,"A judge ruled Snapchat not liable under Section 230 after its algorithm connected a minor with convicted sex offenders on multiple occasions, leading to sexual assaults first in 2019 and again in 2021. The platform's ""Quick Add"" feature was implicated in facilitating the connections between the minor and the offenders.",https://incidentdatabase.ai/cite/646,False,False,no-keyword-match
654,2024,Microsoft Copilot Designer Reportedly Generated Inappropriate AI Images,"A Microsoft engineer reported that Copilot Designer, an AI image generator, creates content depicting sex, violence, bias, and more. Despite raising concerns and suggesting improvements, the tool remains public, prompting a letter to the FTC.",https://incidentdatabase.ai/cite/654,True,True,ambiguous-both-signals
662,2024,Washington State's Lottery AI Site Reportedly Generates Inappropriate User Image,"An AI-powered website by Washington State's Lottery is reported to have inadvertently produced a softcore pornographic image of a user, leading to the site’s immediate shutdown out of caution.",https://incidentdatabase.ai/cite/662,False,False,no-keyword-match
663,2024,China Reportedly Intensifying AI to Spread Disinformation to U.S. and Taiwanese Voters,"AI tools linked to China were used to disseminate disinformation targeting voters in the U.S. and Taiwan, according to a Microsoft report. These operations included AI-generated imagery and audio to influence political perceptions and election outcomes, originating from the APT Storm-1376 (also known as Spamouflage and Dragonbridge).",https://incidentdatabase.ai/cite/663,False,False,no-keyword-match
672,2024,'Lavender' and 'The Gospel' AI Systems Reportedly Used in Gaza Targeting Operations with Civilian Harm Allegations,"The AI system known as ""Lavender"" was reportedly used by the Israel Defense Forces (IDF) to assist in identifying individuals in Gaza for targeting, while a related system, ""The Gospel,"" was reportedly used to help select and prioritize physical strike targets. Investigations reportedly suggest that these systems operated with limited human review and may have contributed to strikes associated with high civilian casualties. The extent of automation with human oversight, as well as the accuracy of these targeting processes, reportedly remain subjects of dispute.",https://incidentdatabase.ai/cite/672,False,False,no-keyword-match
681,2023,Never Back Down Super PAC for Ron DeSantis Uses AI Donald Trump Voice in Attack Ad Against Kim Reynolds,"A pro-Ron DeSantis super PAC released an ad featuring an AI-generated voice of Donald Trump. The ad, created by Never Back Down, aimed to criticize Trump’s treatment of Iowa Gov. Kim Reynolds. The AI-generated voice was confirmed to be based on Trump's post from his social media. This incident is an example of potential deception in political advertising through AI-generated content.",https://incidentdatabase.ai/cite/681,False,False,no-keyword-match
684,2024,Google Books Appears to Be Indexing Works Written by AI,"Google Books is indexing low-quality, AI-generated books, degrading its database and potentially distorting Google Ngram Viewer's analysis of language trends. This integration of inaccurate or misleading information undermines trust, disseminates poor-quality content, and wastes resources as researchers must spend time clearing up the misinformation.",https://incidentdatabase.ai/cite/684,False,False,no-keyword-match
685,2024,The WHO's S.A.R.A.H. Bot Reported to Provide Inconsistent and Inadequate Health Information,"The WHO's AI-powered health advisor, S.A.R.A.H. (Smart AI Resource Assistant for Health), is alleged to provide inconsistent and inadequate health information. The bot reportedly gives contradictory responses to the same queries, fails to offer specific contact details for healthcare providers, and inadequately handles severe mental health crises, often giving irrelevant or unhelpful advice.",https://incidentdatabase.ai/cite/685,False,False,no-keyword-match
690,2024,ISIS Utilizes AI for Propaganda Videos in News Harvest Program,"ISIS supporters have created an AI-generated media program called News Harvest to disseminate propaganda videos. The program produces near-weekly broadcasts featuring AI-generated news anchors discussing ISIS operations globally, using cheap and easy-to-use AI tools. This development showcases the use of AI as a powerful propaganda tool for extremist groups.",https://incidentdatabase.ai/cite/690,False,False,no-keyword-match
691,2024,Facewatch Reported to Have Wrongfully Flagged Home Bargains Customer as Shoplifter,"A facial-recognition software used by the British variety store Home Bargains is alleged to have misidentified ""Sara"" as a shoplifter, leading to staff searching her bag, escorting her from the premises, and banning her from the store. After, Facewatch is reported to have admitted its error to Sara. Facewatch is used by a number of different British stores.",https://incidentdatabase.ai/cite/691,False,False,no-keyword-match
693,2024,Google AI Reportedly Delivering Confidently Incorrect and Harmful Information,"Google's AI search engine has reportedly been providing users with confidently incorrect and often harmful information. Reports highlight numerous inaccuracies, including misleading health advice and dangerous cooking suggestions. For example, it has falsely claimed Barack Obama as the first Muslim U.S. President, reflecting fringe conspiracy theories, or recommending that glue can be an ingredient in pizza.",https://incidentdatabase.ai/cite/693,False,False,no-keyword-match
696,2024,Meta's AI Ad Platform Reportedly Causes Overspending and Poor Performance,"Meta's automated ad platform ""Advantage Plus"" caused advertisers to exceed their daily ad budgets. The cost per impressions (CPMs) surged far above the usual. This incident, which persisted into April, affected small businesses with overspending and lack of transparency.",https://incidentdatabase.ai/cite/696,False,False,no-keyword-match
699,2024,VA Suicide Prevention Algorithm REACH VET Reportedly Prioritizes Men Over Women Veterans,"An AI program named REACH VET, designed and used by the Department of Veterans Affairs (VA) to prevent veteran suicides, was reportedly found to prioritize white men while neglecting female veterans and survivors of military sexual trauma. This oversight persists despite rising suicide rates among these groups. The incident is an example of algorithmic bias and the exclusion of critical risk factors for female veterans.",https://incidentdatabase.ai/cite/699,False,False,no-keyword-match
704,2024,Study Highlights Persistent Hallucinations in Legal AI Systems,"Stanford University’s Human-Centered AI Institute (HAI) conducted a study in which they designed a ""pre-registered dataset of over 200 open-ended legal queries"" to test AI products by LexisNexis (creator of Lexis+ AI) and Thomson Reuters (creator of Westlaw AI-Assisted Research and Ask Practical Law AI).  The researchers found that these legal models hallucinate in 1 out of 6 (or more) benchmarking queries.",https://incidentdatabase.ai/cite/704,False,False,no-keyword-match
706,2024,Scammers Using AI to Impersonate Small Businesses,"Scammers are using AI to impersonate small businesses by copying their videos, logos, and social media posts. They create fake listings and ads, diverting customers to cheap knockoffs or stealing their money. This has severely impacted businesses like Bee Cups, Darn Tough Vermont, and Cascade hummingbird feeders, leading to significant financial losses, negative reviews, and damaged reputations. Their deployment of AI makes it challenging for small businesses to combat these fraudulent activities.",https://incidentdatabase.ai/cite/706,False,False,no-keyword-match
708,2024,Reportedly Faulty AI Transcription Threatens Integrity of Genoa Bribery Probe,"A reported AI transcription software error in a Genoa bribery investigation is alleged to have incorrectly recorded ""illicit financing"" instead of ""licit financing,"" which could have significantly impacted the case. The mistake was discovered during a review and is an example of the risks of relying on AI in judicial settings.",https://incidentdatabase.ai/cite/708,False,False,no-keyword-match
710,2024,Facebook AI Reportedly Mislabels Auschwitz Photos as 'Bullying' and 'Nudity',"Facebook's AI system allegedly mislabeled around 20 posts from the Auschwitz Memorial Museum as violating community standards for ""bullying"" and ""nudity,"" reportedly deleting at least one image of orphans. The purported misclassification of historical content allegedly prompted outrage from the museum, which reportedly demanded an explanation. Meta later purportedly apologized, attributing the issue to mistaken notices sent by its AI system and reportedly acknowledged that the posts did not, in fact, violate company policies.",https://incidentdatabase.ai/cite/710,False,False,no-keyword-match
718,2024,"OpenAI, Google, and Meta Alleged to Have Overstepped Legal Boundaries for Training AI","In late 2021, OpenAI and other tech giants like Google and Meta reportedly faced data shortages for training AI models. OpenAI is said to have developed a tool called Whisper to transcribe over one million hours of YouTube videos, potentially violating YouTube’s terms of service. Similarly, Google allegedly transcribed YouTube videos, risking copyright infringements. Meta reportedly explored summarizing copyrighted texts without permission and debated acquiring Simon & Schuster for data.",https://incidentdatabase.ai/cite/718,False,False,no-keyword-match
721,2024,Reported Use of Purportedly AI-Generated Student Accounts in Online College Courses,"An adjunct professor at an unspecified community college reportedly suspected that some students in his online art history and art appreciation courses are AI-powered spambots. These ""students"" allegedly submitted peculiar assignments, such as analyses of non-existent artworks and descriptions of sculptures using painting terminology. Additionally, their engagement with the college portal is reportedly minimal. The professor reportedly believed the spambot students aimed to fraudulently obtain financial aid by remaining enrolled in courses.",https://incidentdatabase.ai/cite/721,False,False,no-keyword-match
